0: 0.035000
0: 0.020000
0: 0.010500
0: 0.009440
0: 0.008880
0: 0.014440
0: 0.060277
0: 0.204166
0: 0.340800
0: 0.277500
0: 0.253000
0: 0.282000
0: 0.323000
0: 0.330500
0: 0.381600
0: 0.466110
0: 0.441000
0: 0.450270
0: 0.386600
0: 0.253880
0: 0.168800
0: 0.150550
0: 0.147220
0: 0.095277
