total_output,density,generated_cars,flow,%_to_Utrecht,total_average_speed,average_speed:R8,average_speed:R5,average_speed:R6,average_speed:R9,average_speed:R2,average_speed:R1,average_speed:R7,average_speed:R10,hour
1038,0.0106403013183,1046,0.28833333333333333,0.41522157996146436,4.674878877701846,4.798387096774194,4.797102336496261,4.831070889894419,4.807844551282052,4.064814814814815,4.497097676890847,4.792533333333333,4.8101803221288515,0
576,0.00576741996234,578,0.16,0.3784722222222222,4.694408454818863,4.847087378640777,4.805985592665352,4.842045454545454,4.804817275747509,4.099514563106796,4.52791101055807,4.804801670146138,4.823104693140795,1
328,0.00330037664783,329,0.09111111111111111,0.4329268292682927,4.712985468994049,4.773913043478261,4.799082912221599,4.86078431372549,4.834272829763247,4.196261682242991,4.550905683947532,4.851301115241636,4.837362171331637,2
245,0.00246233521657,246,0.06805555555555555,0.40408163265306124,4.694956300637846,4.850746268656716,4.809225967540576,4.806273062730627,4.82930339666091,4.110169491525424,4.550248320186969,4.787878787878788,4.815805109922757,3
391,0.00390301318267,392,0.10861111111111112,0.40153452685422,4.692562025457673,4.824175824175824,4.799921085858585,4.8090909090909095,4.792162698412699,4.135135135135135,4.539106398404932,4.815789473684211,4.825114678899083,4
921,0.0093549905838,927,0.25583333333333336,0.3789359391965255,4.682258043334915,4.806451612903226,4.793173015873002,4.810469314079422,4.8094594594594575,4.12,4.507978748920655,4.803921568627451,4.806610626816108,5
3641,0.0399058380414,3658,1.011388888888889,0.38643229881900576,4.5488511705795105,4.822237960339943,4.514892598149194,4.835923335923336,4.706918951349803,4.045101088646967,3.9699208366287264,4.779791323448655,4.7160232701494635,6
6525,0.122871939736,6616,1.8125,0.4289655172413793,3.8083156480629015,4.788497919031404,2.2283673439070286,4.791127633209411,3.8205671442272253,3.9242691779478127,2.1990710458797516,4.793406389301625,3.9212185309989507,7
7200,0.137048022599,7300,2.0,0.4444444444444444,3.6612036796931684,4.792381695267807,2.2519301676121066,4.771909557661913,3.514617071928465,3.6882810507523596,2.023554937730864,4.782926475494237,3.4640284810975976,8
6188,0.0921986817326,6260,1.718888888888889,0.42081447963800905,4.038793442820945,4.775486012328116,3.006907016059589,4.7931228741496446,4.17664664827723,3.7523378582202125,2.865250424086596,4.787750616237249,4.152846093208921,9
5449,0.0678248587571,5499,1.513611111111111,0.4015415672600477,4.303507960875359,4.796109746109747,3.6915066309959927,4.78769113149846,4.539461039972942,3.841444020356235,3.4517783627677865,4.797833387498631,4.522239367803075,10
5727,0.0748163841808,5779,1.5908333333333333,0.4063209359175834,4.224704880320781,4.784464790829241,3.515842262200006,4.7842300257731845,4.483685758685753,3.737479382216224,3.323051126549896,4.780953150242314,4.387932546069624,11
6347,0.0942514124294,6409,1.7630555555555556,0.41767764298093585,4.023754973776461,4.798538482166797,2.9330460830159066,4.7740801675141915,4.222066121745781,3.6747776033490314,2.8054682085094282,4.782716611060539,4.199346512850008,12
6178,0.0862382297552,6246,1.7161111111111111,0.406765943671091,4.118802531532312,4.797391725473916,3.2142222091648627,4.784696110613731,4.336508219355188,3.7139683153013903,3.0171927650066284,4.791220689854552,4.295220217488236,13
6856,0.11604519774,6961,1.9044444444444444,0.43013418903150524,3.8237197086205628,4.801476870499203,2.5521141238657385,4.763586744639354,3.9219306134689087,3.533702761627909,2.3938276573198403,4.790867114675899,3.8322517828676514,14
7522,0.157024482109,7651,2.0894444444444447,0.4377825046530178,3.513600510069374,4.784289571380348,2.0351567801922705,4.7382513661201955,3.5285189336747975,3.3253627793665896,1.6926983979541281,4.785982229626513,3.21854402224015,15
7397,0.14881826742,7533,2.0547222222222223,0.4424766797350277,3.586133726457417,4.774185248713546,2.091938348072478,4.745008532423181,3.6087315741492265,3.4862725561828825,1.8235111703693219,4.786060244993496,3.3733621367552047,16
7342,0.139830508475,7485,2.0394444444444444,0.4365295559792972,3.622018952922161,4.780977107761019,2.091754089182014,4.716841211435017,3.706239232770461,3.274875225655732,2.160849253898349,4.7922233245149695,3.452392178159724,17
6403,0.0878013182674,6478,1.7786111111111111,0.42105263157894735,4.091564773261636,4.781621423330882,3.2498794394810537,4.750181263117703,4.359986958336998,3.5295987975488496,3.124652423335555,4.780700718433207,4.155897162508838,18
4465,0.0487570621469,4490,1.2402777777777778,0.41097424412094063,4.485135126491909,4.803359362290548,4.499022001528565,4.790382337102843,4.677073544362909,3.7964268923366253,3.920180246438501,4.797520165685622,4.597116462189661,19
3444,0.0368220338983,3473,0.9566666666666667,0.39547038327526135,4.561328945757707,4.7877777777777775,4.579844129586389,4.816546355272466,4.754703221835754,3.941684665226782,4.118760008342757,4.795238095238092,4.6960773127816395,20
3075,0.0324858757062,3093,0.8541666666666666,0.3980487804878049,4.582401549782505,4.790667697860273,4.671093212497701,4.797529482012242,4.74770585703897,3.9417177914110435,4.170637969501925,4.80986455981941,4.729995828118474,21
2880,0.0302401129944,2902,0.8,0.4076388888888889,4.600522131650912,4.777677929547089,4.6917951219705465,4.812444543034604,4.7656630170316205,3.9984650805832693,4.2392176427791135,4.793856332703213,4.725057385557837,22
2154,0.0222410546139,2173,0.5983333333333334,0.3997214484679666,4.6316857713271435,4.822392414296135,4.753528223008276,4.813933547695606,4.786725005719507,3.9985453034081466,4.355418151206576,4.769230769230771,4.753712756052133,23
