total_output,density,generated_cars,flow,%_to_Utrecht,total_average_speed,average_speed:R8,average_speed:R5,average_speed:R6,average_speed:R9,average_speed:R2,average_speed:R1,average_speed:R7,average_speed:R10,hour
1023,0.0104802259887,1031,0.2841666666666667,0.36656891495601174,4.66847284555077,4.78421052631579,4.7900820170109135,4.821321321321322,4.790965055223612,4.07774798927614,4.499208868311775,4.791717917179172,4.7925290697674425,0
609,0.00615348399247,610,0.16916666666666666,0.34318555008210183,4.674521936655579,4.788659793814433,4.789341913341908,4.823255813953488,4.831972789115647,4.0625,4.523258973258972,4.766454352441613,4.810731857318574,1
338,0.0033286252354,338,0.09388888888888888,0.40236686390532544,4.693729163832124,4.849593495934959,4.8098879551820755,4.784836065573771,4.796431467964315,4.132743362831858,4.546524179620035,4.809426229508197,4.82039055404178,2
302,0.00300847457627,304,0.08388888888888889,0.38741721854304634,4.659750391093259,4.75,4.797154701337859,4.810975609756097,4.826114649681529,3.9740259740259742,4.557445628051487,4.765714285714286,4.796572280178838,3
371,0.00372410546139,374,0.10305555555555555,0.33692722371967654,4.665779223695956,4.6891891891891895,4.798363228699549,4.828125,4.792892156862745,4.118421052631579,4.529749001711351,4.757894736842105,4.811599423631124,4
880,0.00893126177024,884,0.24444444444444444,0.3795454545454545,4.666754685276485,4.765625,4.787985071271178,4.83623693379791,4.813564020028615,4.052238805970149,4.504067221101318,4.770392749244713,4.803927680798006,5
3483,0.0380508474576,3513,0.9675,0.3784094171691071,4.561045084344603,4.783276450511946,4.524491776131275,4.822621035058431,4.693002863854283,4.116030092592593,4.016264082182492,4.801696284329564,4.730978090096245,6
6476,0.114044256121,6559,1.798888888888889,0.4251080914144534,3.8688686432261945,4.793913857677904,2.5036013664545798,4.801914739884388,3.8544038761581945,3.891425389755011,2.335629003588734,4.792557767944929,3.9775031443458135,7
7218,0.142269303202,7331,2.005,0.4333610418398448,3.6654249578339235,4.795519295519295,2.100317073124713,4.77622723673791,3.672670773131289,3.662610757519033,1.9297518432260057,4.7863805253042715,3.5999221581088703,8
6139,0.0901459510358,6202,1.7052777777777777,0.4238475321713634,4.060586611581625,4.803633082234779,3.0132349381961023,4.784194577352464,4.265065285111266,3.7941043083900237,2.917916672521377,4.785451319583039,4.121092709263951,9
5494,0.0694962335217,5543,1.5261111111111112,0.4137240626137605,4.280288581321487,4.787231445312502,3.7312079662623145,4.797737177338242,4.470029037778182,3.831969922326888,3.395233651236757,4.785208333333328,4.443691116983676,10
5676,0.0747834274953,5714,1.5766666666666667,0.40310077519379844,4.224753083472038,4.794761220252355,3.44547951769453,4.794968253968243,4.492030281121557,3.774395702775292,3.3005491745169357,4.784640386634537,4.411200130812858,11
6263,0.089016007533,6311,1.7397222222222222,0.41417850870190004,4.078636879325378,4.786309263311449,3.1514031695750133,4.772966676795283,4.304460175919671,3.6540713507625275,2.970262247108282,4.789875187813319,4.199746963317481,12
6239,0.0872740112994,6297,1.7330555555555556,0.42394614521557944,4.093853640111026,4.799152876280533,3.2542338649935467,4.772001592515161,4.257284445053222,3.664391575663027,3.005759030302443,4.790300073444542,4.207705662635727,13
6913,0.112212806026,6983,1.9202777777777778,0.4274555185881672,3.866858522146613,4.791450136104919,2.5795523974348757,4.765413642960789,4.050869182538405,3.5057450628366253,2.5832532337069996,4.782886729485655,3.8756977921046425,14
7535,0.150870998117,7666,2.0930555555555554,0.44034505640345056,3.5489910301653156,4.779927414852028,2.092544845452958,4.734401468097089,3.542993565083715,3.3418503140636657,1.8704125794349902,4.7917482344194955,3.23804981991858,15
7469,0.148243879473,7582,2.0747222222222224,0.4370062926763958,3.5801883404896686,4.773264616818071,2.0764352664715355,4.752024080394371,3.6049312076074704,3.3661641263529916,1.8993432403804857,4.787680044361245,3.3816641415311794,16
7316,0.132980225989,7438,2.0322222222222224,0.43944778567523235,3.6566619043914135,4.781836804370088,2.3216352982967825,4.7513688284716125,3.7448956039617576,3.38280234070221,2.1807607360465737,4.784957371594905,3.305038251687379,17
6411,0.0889077212806,6486,1.7808333333333333,0.4197473093121198,4.087217506355768,4.77434966727162,3.2162143056254227,4.763422722029966,4.357929343186456,3.556746310611381,3.0604343898981496,4.781439216521166,4.187204095701986,18
4324,0.0476553672316,4358,1.201111111111111,0.4035615171137835,4.4886272737552435,4.802664774519078,4.4318151853561245,4.788100762346696,4.690115346656789,3.8394584139264993,3.9549221802783485,4.795778318276572,4.606163208681843,19
3606,0.0382768361582,3625,1.0016666666666667,0.40488075429839154,4.554190820784399,4.786643764313971,4.6307265502216755,4.8045005921831825,4.738903586125789,3.8998490728762407,4.1039621750235815,4.792018398268395,4.676922427262351,20
3125,0.0329755178908,3138,0.8680555555555556,0.40192,4.588624313066197,4.7853346901854374,4.638178613560603,4.821300673255979,4.763588902791545,3.9561911658218682,4.204682443684114,4.810986547085197,4.728731468144838,21
2903,0.0305461393597,2922,0.8063888888888889,0.39028591112642097,4.600972602475095,4.8153768335862415,4.700192803683281,4.8086406669492705,4.759474051629373,3.9766666666666666,4.23179694139086,4.795707288965711,4.719925566929362,22
2084,0.0213370998117,2092,0.5788888888888889,0.3925143953934741,4.650334198069714,4.811346089291708,4.771542220441225,4.810343245227607,4.780420940926771,4.059122807017544,4.380007272677843,4.811537026674127,4.778353982300882,23
