total_output,density,generated_cars,flow,%_to_Utrecht,total_average_speed,average_speed:R8,average_speed:R5,average_speed:R6,average_speed:R9,average_speed:R2,average_speed:R1,average_speed:R7,average_speed:R10,hour
1010,0.0102401129944,1015,0.28055555555555556,0.38712871287128714,4.687196171820464,4.838888888888889,4.7854886158258525,4.818713450292398,4.795759471671882,4.147260273972603,4.501926572155574,4.804724409448819,4.804807692307695,0
549,0.00554143126177,553,0.1525,0.43897996357012753,4.693548849255581,4.830097087378641,4.801378498198943,4.802030456852792,4.823230467793291,4.112021857923497,4.529217372134038,4.818548387096774,4.831866666666667,1
359,0.00357344632768,360,0.09972222222222223,0.415041782729805,4.666078735395622,4.778625954198473,4.807354892205639,4.784722222222222,4.808216720487979,4.0,4.543986966824646,4.786127167630058,4.81959595959596,2
306,0.00308380414313,307,0.085,0.4084967320261438,4.695334703813341,4.876712328767123,4.8133258887027734,4.810126582278481,4.813986295848449,4.014285714285714,4.541093647675179,4.853658536585366,4.839488636363637,3
401,0.00404896421846,403,0.11138888888888888,0.4463840399002494,4.65000062402788,4.74793388429752,4.799200139106244,4.78169014084507,4.801129426129425,3.9587628865979383,4.533472609099351,4.767567567567568,4.810248338579924,4
921,0.00938323917137,926,0.25583333333333336,0.3973941368078176,4.66530698866826,4.805343511450381,4.787205739264279,4.818014705882353,4.803795546558705,4.062015503875969,4.455400872190532,4.786689419795222,4.803990610328639,5
3557,0.0392325800377,3583,0.9880555555555556,0.40146190610064664,4.528791710634042,4.761423761423762,4.462266704510691,4.828350380277996,4.7028935656787665,4.0174050632911396,3.9445312960646577,4.790593129361245,4.722869784464084,6
6487,0.121539548023,6572,1.8019444444444443,0.42731617080314477,3.814234916767752,4.766882606988615,2.3038046293464127,4.800755843495923,3.7711205343319807,3.8957451099011897,2.18611227297223,4.787194625407162,4.002263711698499,7
7150,0.142495291902,7280,1.9861111111111112,0.44433566433566435,3.6283335728604094,4.79288090485695,2.202605880418958,4.785798757265968,3.467331265406258,3.6857523735206135,1.8923866437064896,4.788965879265081,3.4109468784429513,8
6360,0.0955649717514,6440,1.7666666666666666,0.41776729559748427,4.031537764174526,4.804692260816576,2.903486107342457,4.7862107267534,4.188439811108888,3.7811288237828506,2.807791002827889,4.8055269395569224,4.175026441207217,9
5495,0.0701647834275,5534,1.5263888888888888,0.41601455868971793,4.263054445933451,4.784066358024689,3.652630440299888,4.791133816743566,4.493840910101404,3.8021906163151873,3.356354077069497,4.799701544943819,4.424517803969564,10
5673,0.0740442561205,5725,1.5758333333333334,0.4182971972501322,4.23183939209984,4.803552289082836,3.576783641189334,4.78443768672641,4.447581100020106,3.782958199356913,3.2727634287254856,4.801026936026916,4.385611855670718,11
6225,0.0870291902072,6283,1.7291666666666667,0.4234538152610442,4.108944797852954,4.7933293027005215,3.2331243493948785,4.771588813767654,4.364229953735517,3.679185125520203,3.0135228704564936,4.794710578842299,4.221867388406058,12
6285,0.0895809792844,6354,1.7458333333333333,0.4171837708830549,4.082725797838976,4.780726256983237,3.1448186600207,4.770290934365983,4.385441758285129,3.6790394402035638,2.960713086305179,4.781628245250568,4.159148001297447,13
6850,0.109110169492,6937,1.9027777777777777,0.42525547445255474,3.8838281457767048,4.787535586087382,2.6751764855639375,4.771057971014473,4.013869866654995,3.5657222618199107,2.578908144309701,4.7843940286780375,3.8939608220852,14
7562,0.155838041431,7710,2.1005555555555557,0.44207881512827296,3.4999565234674774,4.77993185493185,1.9642983745358729,4.718235625704595,3.4339365569138507,3.301583518695055,1.891491892219153,4.783165551166676,3.127008813572763,15
7424,0.150070621469,7569,2.062222222222222,0.43507543103448276,3.553734914126551,4.782699307267814,2.0147724310467257,4.730708997722073,3.535182714267177,3.2725140510159956,1.9119926602593234,4.782747316991669,3.39926183444163,16
7434,0.139576271186,7556,2.065,0.4355663169222491,3.6174875621683955,4.782849481170566,2.171254991810513,4.7392382849554,3.6370724795167657,3.370590758014366,2.089546475154977,4.776689170417268,3.37265885630731,17
6317,0.0882580037665,6385,1.7547222222222223,0.414120626879848,4.087979995312293,4.781835564053533,3.2478422358289807,4.775826786926566,4.258073377145146,3.6672677004447634,2.982411128101133,4.791271740523894,4.199311429474326,18
4440,0.048752354049,4472,1.2333333333333334,0.41644144144144146,4.488326659546091,4.7839555765595465,4.482509418675356,4.781912603594867,4.70452522756122,3.8079915134370577,3.931239281354036,4.804378716440631,4.6101009387460214,19
3481,0.0370903954802,3506,0.9669444444444445,0.4142487790864694,4.557275342311863,4.779971714534379,4.605517867545777,4.8050118006386215,4.7458390751798865,3.93557714550081,4.099343174638682,4.779016890428756,4.707925070027991,20
3107,0.0328625235405,3133,0.8630555555555556,0.4003862246540071,4.586856880468288,4.7946939674152365,4.656246122794536,4.799492567181245,4.755463488124766,3.9596853490658805,4.173497933624773,4.816886481394253,4.738889134145614,21
3008,0.031713747646,3026,0.8355555555555556,0.39694148936170215,4.588188869501511,4.807937632884479,4.684455987789557,4.795780856423172,4.758490093083103,3.931593794076164,4.205319163051124,4.8004017793083635,4.721531649396134,22
2117,0.0218126177024,2125,0.5880555555555556,0.38497874350495986,4.640818150371793,4.791095890410959,4.747888143271128,4.82309097903443,4.789493275696437,4.023783977110157,4.388731896816372,4.798957042544405,4.763503998090456,23
