total_output,density,generated_cars,flow,%_to_Utrecht,total_average_speed,average_speed:R8,average_speed:R5,average_speed:R6,average_speed:R9,average_speed:R2,average_speed:R1,average_speed:R7,average_speed:R10,hour
1009,0.0102777777778,1016,0.2802777777777778,0.39444995044598613,4.674011196822027,4.794303797468355,4.785579528643181,4.825598802395209,4.794362139917696,4.116504854368932,4.491708710953313,4.798949379178605,4.785082361650936,0
598,0.00607815442561,602,0.1661111111111111,0.36454849498327757,4.680911187669929,4.8283582089552235,4.784706661847968,4.815853658536585,4.805830583058308,4.09065934065934,4.51547207829591,4.815461346633416,4.790947623372691,1
387,0.00394538606403,390,0.1075,0.3875968992248062,4.688651100795384,4.785046728971962,4.786473429951691,4.84349593495935,4.803870292887029,4.139423076923077,4.540802019068986,4.786496350364963,4.82360097323601,2
303,0.00309792843691,304,0.08416666666666667,0.3696369636963696,4.684428364603732,4.795454545454546,4.798101878752666,4.840989399293286,4.798929663608563,4.062015503875969,4.562547755491882,4.829581993569132,4.787806176783813,3
413,0.00414312617702,414,0.11472222222222223,0.4116222760290557,4.674122966784074,4.756302521008403,4.804338002711251,4.811594202898551,4.818994757940178,4.0625,4.513257575757577,4.817204301075269,4.8087923728813555,4
961,0.00984934086629,964,0.26694444444444443,0.39438085327783556,4.6716491796927455,4.822916666666667,4.784743454577387,4.7842809364548495,4.80498973630191,4.134615384615385,4.494234292488408,4.743076923076923,4.8043360433604345,5
3510,0.039077212806,3541,0.975,0.3888888888888889,4.551730049570013,4.798553144129103,4.493019718384015,4.828620797989318,4.6972006043796695,4.124752475247525,3.9501066172652233,4.784110535405873,4.737476503759381,6
6453,0.114524482109,6537,1.7925,0.4250736091740276,3.8880432357564096,4.7967649239896195,2.458340438063699,4.796441813180236,3.915109429692285,3.933277185102003,2.3573154893724535,4.801403985507244,4.045692621143735,7
7172,0.136087570621,7280,1.9922222222222221,0.43823201338538764,3.6795983438319957,4.797270002606205,2.236828434511638,4.779466311531993,3.6895732146804225,3.615250916445457,2.048881008812298,4.797250488231044,3.4722663738369097,8
6279,0.0937853107345,6351,1.7441666666666666,0.42395285873546745,4.03313615435929,4.793147208121828,3.005527523335312,4.793351288550897,4.122067093458843,3.836295958675176,2.800658946412418,4.795948862303529,4.1180923540163095,9
5376,0.0660122410546,5407,1.4933333333333334,0.41499255952380953,4.318513325654138,4.789491298527443,3.8636402393871534,4.806992498040523,4.538474197856186,3.8121719160104983,3.482472540186166,4.7997239475500235,4.455139967675108,10
5685,0.0743738229755,5751,1.5791666666666666,0.4160070360598065,4.225040701967865,4.79368492530557,3.6246578208264757,4.791241871197806,4.389054058702409,3.781409678388939,3.260721715762524,4.802898085766215,4.356657459792979,11
6133,0.0851694915254,6202,1.7036111111111112,0.4211641937061797,4.1190039340761695,4.798860911270979,3.187309833206829,4.78066545857242,4.371720253545091,3.6611418047882123,3.112886415079024,4.783148164807474,4.256298631339326,12
6223,0.0905979284369,6288,1.728611111111111,0.41330547967218384,4.061296596370342,4.777284613267269,3.0834880706192584,4.779805892206114,4.223875115348407,3.657519138445572,2.9053947447543336,4.793177362436274,4.269827833885511,13
6905,0.114755178908,6989,1.9180555555555556,0.4236060825488776,3.859945248212764,4.790651977837903,2.5265186401202735,4.765852826510695,4.039503515744029,3.595998335117139,2.4894404984953655,4.778579834405053,3.893016357471653,14
7541,0.151883239171,7672,2.0947222222222224,0.4382707863678557,3.54575683331885,4.786428809603193,2.1179098980254802,4.730886206251149,3.5553367203331567,3.3407916930212918,1.8034055988048732,4.784186830973443,3.2471089095382113,15
7428,0.153488700565,7560,2.0633333333333335,0.4333602584814216,3.5703895760334112,4.785894129206579,1.993644545508782,4.7631786256643665,3.5029280352212164,3.503365598575877,1.7733826929826462,4.793968115096701,3.4467548660111214,16
7249,0.125838041431,7363,2.013611111111111,0.4355083459787557,3.7282129661280403,4.8012418755803115,2.427895571493781,4.7532504051091164,3.765194890698441,3.368715709327061,2.2708105902430655,4.781949238151337,3.65664544842121,17
6382,0.0893173258004,6452,1.7727777777777778,0.41099968661861486,4.073473880178554,4.7837931468883825,3.154583079598399,4.762361429663595,4.2911477032399725,3.5438687992582296,3.0667281999867733,4.788973201220764,4.196335481572313,18
4420,0.0495480225989,4447,1.2277777777777779,0.4070135746606335,4.458173852500321,4.7852206273258915,4.372523593910846,4.785481859410424,4.656777479923756,3.7839906806456987,3.884855499264099,4.8074366733916065,4.5891044061302475,19
3603,0.0385593220339,3624,1.0008333333333332,0.39050791007493757,4.555398687577676,4.804586350669299,4.586429561617574,4.795436817472696,4.7572200468751955,3.9456709956709957,4.075611827165211,4.784992756486237,4.693241144664203,20
3100,0.0325941619586,3125,0.8611111111111112,0.4093548387096774,4.591213345382652,4.796982656212878,4.67974106671848,4.80584237165582,4.7661795876887165,3.935394670688788,4.219012245097388,4.800130809479836,4.726423355519305,21
2958,0.0309416195857,2976,0.8216666666666667,0.4070317782285328,4.592793745366525,4.791475826972011,4.6899203000011624,4.810382146589041,4.770819904181167,3.9420756234915535,4.212305692944099,4.791791510611737,4.733578958141426,22
2111,0.0216148775895,2124,0.5863888888888888,0.3855992420653719,4.633713038676842,4.780156303092084,4.758632666021083,4.800632286109465,4.79952298850574,3.9675824175824173,4.390313156305483,4.779062500000005,4.79380199179847,23
