total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
1012,0.0121111111111,1020,0.2811111111111111,4.679472832560362,4.679472832560362,0
586,0.00691666666667,588,0.16277777777777777,4.716434761635606,4.716434761635606,1
378,0.00451666666667,378,0.105,4.706148686832621,4.706148686832621,2
302,0.00355555555556,305,0.08388888888888889,4.72075308526551,4.72075308526551,3
389,0.00460555555556,389,0.10805555555555556,4.716439102705725,4.716439102705725,4
914,0.0109722222222,919,0.2538888888888889,4.691870308581227,4.691870308581227,5
3510,0.0442555555556,3532,0.975,4.451745532559106,4.451745532559106,6
6473,0.112022222222,6539,1.7980555555555555,3.295213832496983,3.295213832496983,7
7171,0.145577777778,7239,1.9919444444444445,2.8119433740518778,2.8119433740518778,8
6372,0.106022222222,6413,1.77,3.411815717345165,3.411815717345165,9
5513,0.0825333333333,5549,1.531388888888889,3.7878687267596742,3.7878687267596742,10
5755,0.0864722222222,5802,1.5986111111111112,3.788970965332892,3.788970965332892,11
6307,0.105861111111,6367,1.7519444444444445,3.4051890610885973,3.4051890610885973,12
6314,0.104244444444,6370,1.7538888888888888,3.4409785880081256,3.4409785880081256,13
6863,0.13785,6929,1.906388888888889,2.850015330774959,2.850015330774959,14
7622,0.19175,7746,2.1172222222222223,2.2912403205320504,2.2912403205320504,15
7509,0.181338888889,7603,2.0858333333333334,2.359456398790403,2.359456398790403,16
7385,0.168977777778,7465,2.051388888888889,2.50587446970716,2.50587446970716,17
6267,0.10685,6332,1.7408333333333332,3.3529534478148686,3.3529534478148686,18
4496,0.0600277777778,4518,1.248888888888889,4.239026999836764,4.239026999836764,19
3520,0.0443666666667,3541,0.9777777777777777,4.473784706255195,4.473784706255195,20
2981,0.0371166666667,3012,0.8280555555555555,4.541157085798506,4.541157085798506,21
3007,0.0372555555556,3026,0.8352777777777778,4.519881385386719,4.519881385386719,22
2186,0.0265333333333,2201,0.6072222222222222,4.613130345899384,4.613130345899384,23
