total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
969,0.0116388888889,974,0.26916666666666667,4.685769223206642,4.685769223206642,0
579,0.00683888888889,585,0.16083333333333333,4.7149333152186035,4.7149333152186035,1
344,0.00413888888889,346,0.09555555555555556,4.719900180524576,4.719900180524576,2
268,0.00316111111111,269,0.07444444444444444,4.717935158477129,4.717935158477129,3
395,0.00471111111111,397,0.10972222222222222,4.713830869291137,4.713830869291137,4
916,0.0109722222222,921,0.2544444444444444,4.683381639339674,4.683381639339674,5
3506,0.0442055555556,3524,0.9738888888888889,4.468836479339034,4.468836479339034,6
6471,0.1116,6520,1.7975,3.305054176455457,3.305054176455457,7
7278,0.154388888889,7346,2.0216666666666665,2.6926557832199296,2.6926557832199296,8
6308,0.104811111111,6365,1.7522222222222221,3.42464180075126,3.42464180075126,9
5485,0.0801333333333,5520,1.523611111111111,3.8771278955113284,3.8771278955113284,10
5664,0.0838833333333,5708,1.5733333333333333,3.8369117778381163,3.8369117778381163,11
6134,0.0999055555556,6182,1.7038888888888888,3.4982553322311842,3.4982553322311842,12
6191,0.105,6233,1.7197222222222222,3.3773174655894933,3.3773174655894933,13
6863,0.135944444444,6937,1.906388888888889,2.8962441761083753,2.8962441761083753,14
7630,0.201755555556,7712,2.1194444444444445,2.1629086803301925,2.1629086803301925,15
7535,0.187966666667,7640,2.0930555555555554,2.2969755398459117,2.2969755398459117,16
7422,0.175077777778,7511,2.0616666666666665,2.4229284301961256,2.4229284301961256,17
6380,0.108111111111,6421,1.7722222222222221,3.3507739003090693,3.3507739003090693,18
4514,0.0597111111111,4543,1.2538888888888888,4.268805443527316,4.268805443527316,19
3552,0.0448111111111,3572,0.9866666666666667,4.460007883121533,4.460007883121533,20
3076,0.0384111111111,3090,0.8544444444444445,4.5097630768803,4.5097630768803,21
2949,0.0365277777778,2966,0.8191666666666667,4.545012960839938,4.545012960839938,22
2097,0.0257166666667,2114,0.5825,4.621362464104511,4.621362464104511,23
