total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
1033,0.0124,1037,0.28694444444444445,4.68317105814327,4.68317105814327,0
606,0.00717222222222,607,0.16833333333333333,4.71099369120584,4.71099369120584,1
359,0.00422222222222,360,0.09972222222222223,4.712081490840157,4.712081490840157,2
311,0.00366111111111,314,0.08638888888888889,4.7285090721053535,4.7285090721053535,3
399,0.00472777777778,403,0.11083333333333334,4.722338679217859,4.722338679217859,4
995,0.0118388888889,1003,0.2763888888888889,4.693761575598767,4.693761575598767,5
3620,0.0458222222222,3642,1.0055555555555555,4.444358247910712,4.444358247910712,6
6497,0.112455555556,6552,1.8047222222222221,3.2885112826310583,3.2885112826310583,7
7311,0.156994444444,7398,2.0308333333333333,2.6547588545038434,2.6547588545038434,8
6327,0.105288888889,6392,1.7575,3.421408651850003,3.421408651850003,9
5469,0.0812666666667,5515,1.5191666666666668,3.823083432710409,3.823083432710409,10
5690,0.0857666666667,5723,1.5805555555555555,3.783304227617384,3.783304227617384,11
6174,0.103761111111,6222,1.715,3.3864364032590726,3.3864364032590726,12
6320,0.108255555556,6370,1.7555555555555555,3.3288826860853313,3.3288826860853313,13
6845,0.130744444444,6921,1.9013888888888888,2.994970086268976,2.994970086268976,14
7535,0.1903,7638,2.0930555555555554,2.2680906336204676,2.2680906336204676,15
7534,0.1837,7628,2.0927777777777776,2.3586418849901727,2.3586418849901727,16
7372,0.168811111111,7458,2.0477777777777777,2.4893159063904657,2.4893159063904657,17
6370,0.111372222222,6449,1.7694444444444444,3.2755245749017816,3.2755245749017816,18
4548,0.0603833333333,4576,1.2633333333333334,4.252730815205353,4.252730815205353,19
3489,0.04375,3509,0.9691666666666666,4.47148587171736,4.47148587171736,20
3169,0.0392666666667,3185,0.8802777777777778,4.523080217946284,4.523080217946284,21
2888,0.0355277777778,2902,0.8022222222222222,4.547157669141774,4.547157669141774,22
2067,0.0250333333333,2075,0.5741666666666667,4.616076740789274,4.616076740789274,23
