total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
1032,0.0123888888889,1042,0.2866666666666667,4.688837543616343,4.688837543616343,0
579,0.00693888888889,583,0.16083333333333333,4.705712677738713,4.705712677738713,1
323,0.00382222222222,325,0.08972222222222222,4.720703835686463,4.720703835686463,2
301,0.00359444444444,304,0.08361111111111111,4.713032040951736,4.713032040951736,3
411,0.00492777777778,412,0.11416666666666667,4.719907366981006,4.719907366981006,4
927,0.0111166666667,931,0.2575,4.691732246443294,4.691732246443294,5
3602,0.0456833333333,3625,1.0005555555555556,4.444248558964865,4.444248558964865,6
6538,0.115661111111,6580,1.816111111111111,3.21444264710965,3.21444264710965,7
7257,0.153577777778,7327,2.015833333333333,2.7018000314126462,2.7018000314126462,8
6228,0.101616666667,6279,1.73,3.491456096225963,3.491456096225963,9
5440,0.0790333333333,5475,1.511111111111111,3.909412288527091,3.909412288527091,10
5610,0.0828611111111,5646,1.5583333333333333,3.846646184459509,3.846646184459509,11
6244,0.105883333333,6288,1.7344444444444445,3.3653625875621684,3.3653625875621684,12
6242,0.103316666667,6287,1.7338888888888888,3.4608377767925123,3.4608377767925123,13
6863,0.131661111111,6916,1.906388888888889,2.9814949924640284,2.9814949924640284,14
7540,0.184766666667,7645,2.0944444444444446,2.3369460214211566,2.3369460214211566,15
7558,0.187677777778,7662,2.0994444444444444,2.30583199083619,2.30583199083619,16
7374,0.167022222222,7466,2.0483333333333333,2.5315846349443607,2.5315846349443607,17
6410,0.111366666667,6476,1.7805555555555554,3.294369927500578,3.294369927500578,18
4455,0.0588833333333,4496,1.2375,4.27101866728975,4.27101866728975,19
3583,0.0450222222222,3606,0.9952777777777778,4.464026005160916,4.464026005160916,20
3098,0.0386666666667,3118,0.8605555555555555,4.50124615730128,4.50124615730128,21
2944,0.0363222222222,2956,0.8177777777777778,4.546856367145091,4.546856367145091,22
2103,0.0256111111111,2119,0.5841666666666666,4.621029286178457,4.621029286178457,23
