total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
974,0.0117055555556,980,0.27055555555555555,4.68275450131119,4.68275450131119,0
612,0.00734444444444,616,0.17,4.7125821605580285,4.7125821605580285,1
346,0.00413888888889,350,0.0961111111111111,4.721646292128211,4.721646292128211,2
285,0.00333888888889,285,0.07916666666666666,4.7323815704088155,4.7323815704088155,3
373,0.00437777777778,377,0.10361111111111111,4.713695359638832,4.713695359638832,4
959,0.0114111111111,965,0.2663888888888889,4.69010889776827,4.69010889776827,5
3585,0.0451611111111,3600,0.9958333333333333,4.463613813844456,4.463613813844456,6
6554,0.117327777778,6625,1.8205555555555555,3.1911934357798564,3.1911934357798564,7
7132,0.145922222222,7227,1.981111111111111,2.799824751543437,2.799824751543437,8
6207,0.101355555556,6247,1.7241666666666666,3.492819913711448,3.492819913711448,9
5580,0.0829277777778,5628,1.55,3.824624669791883,3.824624669791883,10
5635,0.08395,5679,1.5652777777777778,3.8107961616716435,3.8107961616716435,11
6250,0.103605555556,6286,1.7361111111111112,3.4348293273897363,3.4348293273897363,12
6203,0.100283333333,6253,1.7230555555555556,3.5153665062912665,3.5153665062912665,13
6898,0.133888888889,6958,1.916111111111111,2.9551743264887986,2.9551743264887986,14
7547,0.191916666667,7654,2.096388888888889,2.262670171258579,2.262670171258579,15
7558,0.185838888889,7645,2.0994444444444444,2.3132824390468674,2.3132824390468674,16
7426,0.173777777778,7523,2.062777777777778,2.449042985718935,2.449042985718935,17
6400,0.109622222222,6471,1.7777777777777777,3.328578070195322,3.328578070195322,18
4488,0.0593444444444,4507,1.2466666666666666,4.2773034887495935,4.2773034887495935,19
3492,0.0440666666667,3518,0.97,4.4572057400851275,4.4572057400851275,20
3047,0.0379,3067,0.8463888888888889,4.526814607376613,4.526814607376613,21
2890,0.0357944444444,2906,0.8027777777777778,4.545578169851233,4.545578169851233,22
2182,0.0264388888889,2196,0.6061111111111112,4.608611488301732,4.608611488301732,23
