total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
1003,0.01205,1013,0.2786111111111111,4.679643886484294,4.679643886484294,0
600,0.00718333333333,604,0.16666666666666666,4.70968725359551,4.70968725359551,1
338,0.00407777777778,342,0.09388888888888888,4.721912775805498,4.721912775805498,2
281,0.0033,283,0.07805555555555556,4.717992025724851,4.717992025724851,3
384,0.00455555555556,385,0.10666666666666667,4.718896282072263,4.718896282072263,4
916,0.0109611111111,923,0.2544444444444444,4.682642536475862,4.682642536475862,5
3543,0.0450277777778,3565,0.9841666666666666,4.439180048964549,4.439180048964549,6
6578,0.116366666667,6631,1.8272222222222223,3.219080449071044,3.219080449071044,7
7248,0.153744444444,7314,2.013333333333333,2.689457421575673,2.689457421575673,8
6252,0.102594444444,6306,1.7366666666666666,3.464866507864173,3.464866507864173,9
5379,0.07695,5412,1.4941666666666666,3.9574606865049797,3.9574606865049797,10
5594,0.0833555555556,5636,1.5538888888888889,3.8228494175154526,3.8228494175154526,11
6113,0.0997944444444,6161,1.6980555555555557,3.4868446767853443,3.4868446767853443,12
6193,0.101327777778,6236,1.7202777777777778,3.4789694212508366,3.4789694212508366,13
6888,0.1344,6952,1.9133333333333333,2.9305933124539965,2.9305933124539965,14
7542,0.191588888889,7642,2.095,2.251996076916172,2.251996076916172,15
7531,0.188666666667,7652,2.0919444444444446,2.3006041022761385,2.3006041022761385,16
7334,0.167066666667,7417,2.0372222222222223,2.5303285956773016,2.5303285956773016,17
6381,0.109088888889,6450,1.7725,3.326198327821276,3.326198327821276,18
4449,0.0586333333333,4471,1.2358333333333333,4.278568371726757,4.278568371726757,19
3500,0.0441888888889,3520,0.9722222222222222,4.462663497840315,4.462663497840315,20
3105,0.0387833333333,3126,0.8625,4.519361164211071,4.519361164211071,21
2889,0.0359888888889,2914,0.8025,4.531941620438666,4.531941620438666,22
2149,0.0261111111111,2157,0.5969444444444445,4.619596228374109,4.619596228374109,23
