total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
1022,0.0123,1028,0.2838888888888889,4.688028385419608,4.688028385419608,0
602,0.00715,606,0.16722222222222222,4.705336861535362,4.705336861535362,1
346,0.00408888888889,347,0.0961111111111111,4.718404231119188,4.718404231119188,2
312,0.00366111111111,312,0.08666666666666667,4.714675107501184,4.714675107501184,3
358,0.00435,361,0.09944444444444445,4.713278359353845,4.713278359353845,4
947,0.0114111111111,951,0.26305555555555554,4.69222768334095,4.69222768334095,5
3471,0.0441,3499,0.9641666666666666,4.4404343016046965,4.4404343016046965,6
6628,0.118816666667,6697,1.8411111111111111,3.2052365460571863,3.2052365460571863,7
7315,0.158955555556,7398,2.0319444444444446,2.6279877839163617,2.6279877839163617,8
6181,0.101394444444,6228,1.7169444444444444,3.4748037197593757,3.4748037197593757,9
5525,0.0823888888889,5564,1.5347222222222223,3.821579891139961,3.821579891139961,10
5726,0.0861611111111,5760,1.5905555555555555,3.7770372338761447,3.7770372338761447,11
6302,0.104383333333,6355,1.7505555555555556,3.4289404275932753,3.4289404275932753,12
6053,0.0983833333333,6105,1.6813888888888888,3.5253661606081566,3.5253661606081566,13
6934,0.140205555556,6997,1.926111111111111,2.8486175476891544,2.8486175476891544,14
7586,0.192316666667,7689,2.107222222222222,2.25577739206843,2.25577739206843,15
7501,0.179761111111,7591,2.0836111111111113,2.3969235879829456,2.3969235879829456,16
7367,0.16635,7471,2.046388888888889,2.529451339206609,2.529451339206609,17
6284,0.106661111111,6341,1.7455555555555555,3.363679906675769,3.363679906675769,18
4399,0.0578666666667,4421,1.2219444444444445,4.289916076468775,4.289916076468775,19
3543,0.0445222222222,3563,0.9841666666666666,4.4685693399994335,4.4685693399994335,20
3098,0.0382388888889,3121,0.8605555555555555,4.522885589813031,4.522885589813031,21
2937,0.0366111111111,2961,0.8158333333333333,4.514835861815919,4.514835861815919,22
2187,0.0266277777778,2203,0.6075,4.6112167016166765,4.6112167016166765,23
