total_output,density,generated_cars,flow,average_speed:R1,total_average_speed,hour
1010,0.0120833333333,1016,0.28055555555555556,4.691901667501724,4.691901667501724,0
612,0.00737222222222,614,0.17,4.710582581718138,4.710582581718138,1
342,0.00408333333333,343,0.095,4.722065557419406,4.722065557419406,2
325,0.00387222222222,328,0.09027777777777778,4.7347464994966515,4.7347464994966515,3
408,0.00479444444444,412,0.11333333333333333,4.716862761876228,4.716862761876228,4
940,0.0112,944,0.2611111111111111,4.68812372693749,4.68812372693749,5
3547,0.0449777777778,3564,0.9852777777777778,4.460013751900215,4.460013751900215,6
6457,0.1095,6532,1.793611111111111,3.357945359558115,3.357945359558115,7
7233,0.147905555556,7306,2.0091666666666668,2.796312548469507,2.796312548469507,8
6195,0.101461111111,6244,1.7208333333333334,3.4889304095513367,3.4889304095513367,9
5503,0.0806111111111,5543,1.5286111111111111,3.8796316728459708,3.8796316728459708,10
5727,0.0867944444444,5776,1.5908333333333333,3.742946429607373,3.742946429607373,11
6279,0.106622222222,6321,1.7441666666666666,3.3529673892988257,3.3529673892988257,12
6289,0.107438888889,6338,1.7469444444444444,3.3505192142772495,3.3505192142772495,13
6835,0.130555555556,6894,1.898611111111111,2.9974966478363316,2.9974966478363316,14
7544,0.187222222222,7631,2.0955555555555554,2.308051613690481,2.308051613690481,15
7538,0.187183333333,7620,2.093888888888889,2.295328495487059,2.295328495487059,16
7304,0.159716666667,7378,2.028888888888889,2.6102626761281518,2.6102626761281518,17
6384,0.110494444444,6440,1.7733333333333334,3.302150391048602,3.302150391048602,18
4489,0.05855,4517,1.2469444444444444,4.314365692208601,4.314365692208601,19
3415,0.0431222222222,3447,0.9486111111111111,4.464295912215527,4.464295912215527,20
3093,0.0385277777778,3110,0.8591666666666666,4.518101091164636,4.518101091164636,21
2817,0.0346277777778,2836,0.7825,4.55592515247769,4.55592515247769,22
2140,0.0261222222222,2152,0.5944444444444444,4.61064736784551,4.61064736784551,23
